NOC,Year,Gold,Silver,Bronze,Total,AthleteCount,SportCount,EventCount,HasMedal,SexRatio,isHost
BHU,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BIH,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BIZ,1972,0,0,0,0,1.0,1.0,2.0,0.0,0.0,0
BLR,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BOL,1972,0,0,0,0,11.0,3.0,9.0,0.0,0.0,0
BOT,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BRA,1972,0,0,2,2,80.0,13.0,44.0,1.0,0.0,0
BRN,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BRU,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BUL,1972,6,10,5,21,129.0,15.0,92.0,1.0,0.0,0
BUR,1972,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
CAF,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CAM,1972,0,0,0,0,9.0,3.0,14.0,0.0,0.0,0
CAN,1972,0,2,3,5,207.0,18.0,136.0,1.0,0.0,0
CAY,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CGO,1972,0,0,0,0,6.0,1.0,5.0,0.0,0.0,0
CHA,1972,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
CHI,1972,0,0,0,0,11.0,5.0,9.0,0.0,0.0,0
CHN,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CIV,1972,0,0,0,0,11.0,2.0,7.0,0.0,0.0,0
CMR,1972,0,0,0,0,11.0,3.0,12.0,0.0,0.0,0
COD,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COK,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COL,1972,0,1,2,3,59.0,8.0,39.0,1.0,0.0,0
COM,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CPV,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CRC,1972,0,0,0,0,3.0,3.0,4.0,0.0,0.0,0
CRO,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CUB,1972,3,1,4,8,137.0,14.0,69.0,1.0,0.0,0
CYP,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CZE,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
Czechoslovakia,1972,2,4,2,8,,,,,,0
DEN,1972,1,0,0,1,126.0,17.0,73.0,1.0,0.0,0
DJI,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
DMA,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
DOM,1972,0,0,0,0,5.0,3.0,4.0,0.0,0.0,0
ECU,1972,0,0,0,0,2.0,2.0,4.0,0.0,0.0,0
EGY,1972,0,0,0,0,23.0,5.0,16.0,0.0,0.0,0
ERI,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ESA,1972,0,0,0,0,11.0,2.0,12.0,0.0,0.0,0
ESP,1972,0,0,1,1,122.0,17.0,59.0,1.0,0.0,0
EST,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ETH,1972,0,0,2,2,31.0,3.0,20.0,1.0,0.0,0
East Germany,1972,20,23,23,66,,,,,,0
FIJ,1972,0,0,0,0,2.0,1.0,4.0,0.0,0.0,0
FIN,1972,3,1,4,8,96.0,16.0,75.0,1.0,0.0,0
FRA,1972,2,4,7,13,227.0,18.0,132.0,1.0,0.0,0
FSM,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GAB,1972,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
GAM,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GBR,1972,4,5,9,18,284.0,18.0,159.0,1.0,0.0,0
GBS,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GEO,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GEQ,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GER,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GHA,1972,0,0,1,1,35.0,3.0,17.0,1.0,0.0,0
GRE,1972,0,2,0,2,60.0,9.0,46.0,1.0,0.0,0
GRN,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUA,1972,0,0,0,0,8.0,3.0,10.0,0.0,0.0,0
GUI,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUM,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUY,1972,0,0,0,0,3.0,2.0,4.0,0.0,0.0,0
HAI,1972,0,0,0,0,7.0,1.0,7.0,0.0,0.0,0
HKG,1972,0,0,0,0,10.0,5.0,13.0,0.0,0.0,0
HON,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HUN,1972,6,13,16,35,226.0,20.0,134.0,1.0,0.0,0
INA,1972,0,0,0,0,6.0,5.0,7.0,0.0,0.0,0
IND,1972,0,0,1,1,41.0,7.0,27.0,1.0,0.0,0
IRI,1972,0,2,1,3,48.0,7.0,33.0,1.0,0.0,0
IRL,1972,0,0,0,0,59.0,12.0,54.0,0.0,0.0,0
IRQ,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ISL,1972,0,0,0,0,25.0,4.0,16.0,0.0,0.0,0
ISR,1972,0,0,0,0,14.0,7.0,14.0,0.0,0.0,0
ISV,1972,0,0,0,0,16.0,4.0,9.0,0.0,0.0,0
ITA,1972,5,3,10,18,223.0,19.0,123.0,1.0,0.0,0
IVB,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JAM,1972,0,0,1,1,32.0,6.0,27.0,1.0,0.0,0
JOR,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JPN,1972,13,8,8,29,184.0,21.0,113.0,1.0,0.0,0
KAZ,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KEN,1972,2,3,4,9,57.0,4.0,29.0,1.0,0.0,0
KGZ,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KIR,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KOR,1972,0,1,0,1,42.0,8.0,24.0,1.0,0.0,0
KOS,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KSA,1972,0,0,0,0,10.0,1.0,11.0,0.0,0.0,0
KUW,1972,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
LAO,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LAT,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBA,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBN,1972,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0
LBR,1972,0,0,0,0,5.0,1.0,5.0,0.0,0.0,0
LCA,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LES,1972,0,0,0,0,1.0,1.0,2.0,0.0,0.0,0
LIE,1972,0,0,0,0,6.0,4.0,11.0,0.0,0.0,0
LTU,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LUX,1972,0,0,0,0,11.0,5.0,8.0,0.0,0.0,0
MAD,1972,0,0,0,0,11.0,2.0,10.0,0.0,0.0,0
MAR,1972,0,0,0,0,35.0,5.0,19.0,0.0,0.0,0
MAS,1972,0,0,0,0,44.0,6.0,20.0,0.0,0.0,0
MAW,1972,0,0,0,0,16.0,3.0,17.0,0.0,0.0,0
MDA,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MDV,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MEX,1972,0,1,0,1,171.0,20.0,112.0,1.0,0.0,0
MGL,1972,0,1,0,1,39.0,7.0,39.0,1.0,0.0,0
MHL,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MKD,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MLI,1972,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
MLT,1972,0,0,0,0,5.0,2.0,2.0,0.0,0.0,0
MNE,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MON,1972,0,0,0,0,5.0,2.0,4.0,0.0,0.0,0
MOZ,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MRI,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MTN,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MYA,1972,0,0,0,0,17.0,4.0,7.0,0.0,0.0,0
NAM,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NCA,1972,0,0,0,0,8.0,3.0,10.0,0.0,0.0,0
NED,1972,3,1,1,5,119.0,16.0,72.0,1.0,0.0,0
NEP,1972,0,0,0,0,2.0,1.0,1.0,0.0,0.0,0
NGR,1972,0,0,1,1,25.0,2.0,24.0,1.0,0.0,0
NIG,1972,0,0,1,1,4.0,1.0,4.0,1.0,0.0,0
NOR,1972,2,1,1,4,112.0,15.0,70.0,1.0,0.0,0
NRU,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NZL,1972,1,1,1,3,89.0,14.0,63.0,1.0,0.0,0
OMA,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PAK,1972,0,1,0,1,24.0,5.0,12.0,1.0,0.0,0
PAN,1972,0,0,0,0,7.0,4.0,8.0,0.0,0.0,0
PAR,1972,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
PER,1972,0,0,0,0,20.0,7.0,25.0,0.0,0.0,0
PHI,1972,0,0,0,0,53.0,11.0,47.0,0.0,0.0,0
PLE,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PLW,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PNG,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
POL,1972,7,5,9,21,290.0,22.0,150.0,1.0,0.0,0
POR,1972,0,0,0,0,29.0,8.0,28.0,0.0,0.0,0
PRK,1972,1,1,3,5,37.0,10.0,23.0,1.0,0.0,0
PUR,1972,0,0,0,0,53.0,10.0,37.0,0.0,0.0,0
QAT,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ROU,1972,3,6,7,16,159.0,16.0,102.0,1.0,0.0,0
RSA,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
RUS,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
RWA,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SAM,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SEN,1972,0,0,0,0,38.0,5.0,23.0,0.0,0.0,0
SEY,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SGP,1972,0,0,0,0,7.0,3.0,12.0,0.0,0.0,0
SKN,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SLE,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SLO,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SMR,1972,0,0,0,0,7.0,2.0,4.0,0.0,0.0,0
SOL,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SOM,1972,0,0,0,0,3.0,1.0,4.0,0.0,0.0,0
SRB,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SRI,1972,0,0,0,0,4.0,2.0,6.0,0.0,0.0,0
SSD,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
STP,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SUD,1972,0,0,0,0,26.0,4.0,15.0,0.0,0.0,0
SUI,1972,0,3,0,3,151.0,17.0,116.0,1.0,0.0,0
SUR,1972,0,0,0,0,2.0,2.0,3.0,0.0,0.0,0
SVK,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SWE,1972,4,6,6,16,131.0,18.0,90.0,1.0,0.0,0
SWZ,1972,0,0,0,0,2.0,2.0,4.0,0.0,0.0,0
SYR,1972,0,0,0,0,5.0,3.0,4.0,0.0,0.0,0
Soviet Union,1972,50,27,22,99,,,,,,0
TAN,1972,0,0,0,0,15.0,2.0,16.0,0.0,0.0,0
TGA,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
THA,1972,0,0,0,0,33.0,7.0,21.0,0.0,0.0,0
TJK,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TKM,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TLS,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TOG,1972,0,0,0,0,7.0,3.0,5.0,0.0,0.0,0
TPE,1972,0,0,0,0,21.0,10.0,41.0,0.0,0.0,0
TTO,1972,0,0,0,0,19.0,4.0,16.0,0.0,0.0,0
TUN,1972,0,1,0,1,35.0,5.0,11.0,1.0,0.0,0
TUR,1972,0,1,0,1,43.0,8.0,43.0,1.0,0.0,0
TUV,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UAE,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UGA,1972,1,1,0,2,33.0,3.0,19.0,1.0,0.0,0
UKR,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
URU,1972,0,0,0,0,13.0,5.0,12.0,0.0,0.0,0
USA,1972,33,31,30,94,397.0,21.0,185.0,1.0,0.0,0
UZB,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VAN,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VEN,1972,0,0,0,0,23.0,4.0,27.0,0.0,0.0,0
VIE,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VIN,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
West Germany,1972,13,11,16,40,,,,,,0
YEM,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
Yugoslavia,1972,2,1,2,5,,,,,,0
ZAM,1972,0,0,0,0,11.0,2.0,12.0,0.0,0.0,0
ZIM,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AFG,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ALB,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ALG,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AND,1976,0,0,0,0,3.0,2.0,2.0,0.0,0.0,0
ANG,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ANT,1976,0,0,0,0,10.0,2.0,11.0,0.0,0.0,0
ARG,1976,0,0,0,0,69.0,12.0,50.0,0.0,0.0,0
ARM,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ARU,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ASA,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AUS,1976,0,1,4,5,180.0,20.0,115.0,1.0,0.0,0
AUT,1976,0,0,1,1,60.0,15.0,44.0,1.0,0.0,0
AZE,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BAH,1976,0,0,0,0,11.0,3.0,13.0,0.0,0.0,0
BAN,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BAR,1976,0,0,0,0,11.0,2.0,11.0,0.0,0.0,0
BDI,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BEL,1976,0,3,3,6,101.0,16.0,80.0,1.0,0.0,0
BEN,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BER,1976,0,0,1,1,16.0,3.0,12.0,1.0,0.0,0
BHU,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BIH,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BIZ,1976,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
BLR,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BOL,1976,0,0,0,0,4.0,4.0,5.0,0.0,0.0,0
BOT,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BRA,1976,0,0,2,2,79.0,12.0,47.0,1.0,0.0,0
BRN,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BRU,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BUL,1976,6,9,7,22,155.0,14.0,108.0,1.0,0.0,0
BUR,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CAF,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CAM,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CAN,1976,0,5,6,11,385.0,23.0,173.0,1.0,0.0,1
CAY,1976,0,0,0,0,2.0,1.0,1.0,0.0,0.0,0
CGO,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CHA,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CHI,1976,0,0,0,0,7.0,4.0,8.0,0.0,0.0,0
CHN,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CIV,1976,0,0,0,0,8.0,1.0,8.0,0.0,0.0,0
CMR,1976,0,0,0,0,4.0,1.0,1.0,0.0,0.0,0
COD,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COK,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COL,1976,0,0,0,0,35.0,7.0,30.0,0.0,0.0,0
COM,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CPV,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CRC,1976,0,0,0,0,5.0,4.0,9.0,0.0,0.0,0
CRO,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CUB,1976,6,4,3,13,156.0,14.0,76.0,1.0,0.0,0
CYP,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CZE,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
Czechoslovakia,1976,2,2,4,8,,,,,,0
DEN,1976,1,0,2,3,66.0,15.0,40.0,1.0,0.0,0
DJI,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
DMA,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
DOM,1976,0,0,0,0,10.0,3.0,10.0,0.0,0.0,0
ECU,1976,0,0,0,0,5.0,4.0,8.0,0.0,0.0,0
EGY,1976,0,0,0,0,26.0,4.0,7.0,0.0,0.0,0
ERI,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ESA,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ESP,1976,0,2,0,2,113.0,14.0,68.0,1.0,0.0,0
EST,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ETH,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
East Germany,1976,40,25,25,90,,,,,,0
FIJ,1976,0,0,0,0,2.0,1.0,5.0,0.0,0.0,0
FIN,1976,4,2,0,6,83.0,14.0,63.0,1.0,0.0,0
FRA,1976,2,3,4,9,206.0,18.0,128.0,1.0,0.0,0
FSM,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GAB,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GAM,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GBR,1976,3,5,5,13,242.0,17.0,148.0,1.0,0.0,0
GBS,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GEO,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GEQ,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GER,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GHA,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GRE,1976,0,0,0,0,36.0,8.0,34.0,0.0,0.0,0
GRN,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUA,1976,0,0,0,0,28.0,5.0,8.0,0.0,0.0,0
GUI,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUM,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUY,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HAI,1976,0,0,0,0,13.0,2.0,14.0,0.0,0.0,0
HKG,1976,0,0,0,0,25.0,6.0,27.0,0.0,0.0,0
HON,1976,0,0,0,0,3.0,1.0,2.0,0.0,0.0,0
HUN,1976,4,5,13,22,177.0,17.0,109.0,1.0,0.0,0
INA,1976,0,0,0,0,7.0,5.0,11.0,0.0,0.0,0
IND,1976,0,0,0,0,26.0,5.0,10.0,0.0,0.0,0
IRI,1976,0,1,1,2,84.0,9.0,50.0,1.0,0.0,0
IRL,1976,0,0,0,0,44.0,10.0,34.0,0.0,0.0,0
IRQ,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ISL,1976,0,0,0,0,13.0,4.0,22.0,0.0,0.0,0
ISR,1976,0,0,0,0,26.0,10.0,19.0,0.0,0.0,0
ISV,1976,0,0,0,0,21.0,6.0,21.0,0.0,0.0,0
ITA,1976,2,7,4,13,209.0,20.0,122.0,1.0,0.0,0
IVB,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JAM,1976,1,1,0,2,20.0,3.0,18.0,1.0,0.0,0
JOR,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JPN,1976,9,6,10,25,213.0,20.0,119.0,1.0,0.0,0
KAZ,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KEN,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KGZ,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KIR,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KOR,1976,1,1,4,6,50.0,5.0,27.0,1.0,0.0,0
KOS,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KSA,1976,0,0,0,0,14.0,1.0,13.0,0.0,0.0,0
KUW,1976,0,0,0,0,15.0,4.0,13.0,0.0,0.0,0
LAO,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LAT,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBA,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBN,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBR,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LCA,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LES,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LIE,1976,0,0,0,0,6.0,2.0,9.0,0.0,0.0,0
LTU,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LUX,1976,0,0,0,0,8.0,4.0,7.0,0.0,0.0,0
MAD,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAR,1976,0,0,0,0,9.0,2.0,9.0,0.0,0.0,0
MAS,1976,0,0,0,0,23.0,5.0,9.0,0.0,0.0,0
MAW,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MDA,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MDV,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MEX,1976,1,0,1,2,96.0,17.0,54.0,1.0,0.0,0
MGL,1976,0,1,0,1,32.0,5.0,29.0,1.0,0.0,0
MHL,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MKD,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MLI,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MLT,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MNE,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MON,1976,0,0,0,0,8.0,3.0,6.0,0.0,0.0,0
MOZ,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MRI,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MTN,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MYA,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NAM,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NCA,1976,0,0,0,0,15.0,6.0,19.0,0.0,0.0,0
NED,1976,0,2,3,5,108.0,11.0,58.0,1.0,0.0,0
NEP,1976,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
NGR,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NIG,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NOR,1976,1,1,0,2,66.0,11.0,44.0,1.0,0.0,0
NRU,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NZL,1976,2,1,1,4,80.0,13.0,52.0,1.0,0.0,0
OMA,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PAK,1976,0,0,1,1,24.0,5.0,9.0,1.0,0.0,0
PAN,1976,0,0,0,0,8.0,5.0,13.0,0.0,0.0,0
PAR,1976,0,0,0,0,4.0,4.0,6.0,0.0,0.0,0
PER,1976,0,0,0,0,13.0,2.0,3.0,0.0,0.0,0
PHI,1976,0,0,0,0,14.0,6.0,21.0,0.0,0.0,0
PLE,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PLW,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PNG,1976,0,0,0,0,6.0,3.0,8.0,0.0,0.0,0
POL,1976,7,6,13,26,207.0,18.0,116.0,1.0,0.0,0
POR,1976,0,2,0,2,19.0,6.0,27.0,1.0,0.0,0
PRK,1976,1,1,0,2,38.0,8.0,21.0,1.0,0.0,0
PUR,1976,0,0,1,1,80.0,12.0,74.0,1.0,0.0,0
QAT,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ROU,1976,4,9,14,27,157.0,11.0,92.0,1.0,0.0,0
RSA,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
RUS,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
RWA,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SAM,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SEN,1976,0,0,0,0,21.0,4.0,27.0,0.0,0.0,0
SEY,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SGP,1976,0,0,0,0,4.0,4.0,4.0,0.0,0.0,0
SKN,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SLE,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SLO,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SMR,1976,0,0,0,0,10.0,3.0,7.0,0.0,0.0,0
SOL,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SOM,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SRB,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SRI,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SSD,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
STP,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SUD,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SUI,1976,1,1,2,4,50.0,12.0,41.0,1.0,0.0,0
SUR,1976,0,0,0,0,3.0,2.0,4.0,0.0,0.0,0
SVK,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SWE,1976,4,1,0,5,116.0,16.0,90.0,1.0,0.0,0
SWZ,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SYR,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
Soviet Union,1976,49,41,35,125,,,,,,0
TAN,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TGA,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
THA,1976,0,0,1,1,42.0,11.0,33.0,1.0,0.0,0
TJK,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TKM,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
